,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Outlet_Year
8362,FDY37,17.0,Regular,0.026440214,Canned,143.647,OUT027,Medium,Tier 3,Supermarket Type3,2862.94,Train,38
8363,DRE48,8.43,Low Fat,0.017396308,Soft Drinks,196.0768,OUT018,Medium,Tier 3,Supermarket Type2,4138.6128,Train,14
8364,FDT58,9.0,Low Fat,0.086088353,Snack Foods,168.7816,OUT049,Medium,Tier 1,Supermarket Type1,3355.632,Train,24
8365,FDA19,7.52,Low Fat,0.092272132,Fruits and Vegetables,128.7994,OUT010,Small,Tier 3,Grocery Store,128.4994,Train,25
8366,FDG52,13.65,Low Fat,0.065618434,Frozen Foods,47.6402,OUT035,Small,Tier 2,Supermarket Type1,459.402,Train,19
8367,FDA32,14.0,Low Fat,0.052691046,Fruits and Vegetables,216.3192,OUT019,Small,Tier 1,Grocery Store,215.7192,Train,38
8368,NCM19,12.65,Low Fat,0.047333044,Others,113.8202,OUT045,Small,Tier 2,Supermarket Type1,1800.3232,Train,21
8369,NCF42,17.35,Low Fat,0.167722519,Household,176.3712,OUT045,Small,Tier 2,Supermarket Type1,1054.6272,Train,21
8370,FDV23,11.0,Low Fat,0.105816753,Breads,126.0046,OUT035,Small,Tier 2,Supermarket Type1,871.5322,Train,19
8371,DRA59,8.27,Regular,0.214125129,Soft Drinks,183.9924,OUT010,Small,Tier 3,Grocery Store,185.0924,Train,25
8372,FDA01,15.0,Regular,0.054114924,Canned,58.4904,OUT027,Medium,Tier 3,Supermarket Type3,1054.6272,Train,38
8373,FDX44,9.3,Low Fat,0.042758477,Fruits and Vegetables,88.4172,OUT027,Medium,Tier 3,Supermarket Type3,2051.9956,Train,38
8374,FDW25,5.175,Low Fat,0.037391881,Canned,83.2224,OUT035,Small,Tier 2,Supermarket Type1,1789.6704,Train,19
8375,NCM05,6.825,Low Fat,0.104784329,Health and Hygiene,266.0226,OUT019,Small,Tier 1,Grocery Store,528.6452,Train,38
8376,NCJ54,9.895,Low Fat,0.060055757,Household,234.2642,OUT035,Small,Tier 2,Supermarket Type1,3717.8272,Train,19
8377,NCK07,10.65,Low Fat,0.048885018,Others,166.1526,OUT018,Medium,Tier 3,Supermarket Type2,1973.4312,Train,14
8378,NCX05,15.2,Low Fat,0.097611115,Health and Hygiene,116.5492,OUT017,Small,Tier 2,Supermarket Type1,810.9444,Train,16
8379,FDV39,11.3,Low Fat,0.007279889,Meat,199.3426,OUT046,Small,Tier 1,Supermarket Type1,2372.9112,Train,26
8380,FDI19,15.1,Low Fat,0.050213725375,Meat,244.2512,OUT045,Small,Tier 2,Supermarket Type1,3635.268,Train,21
8381,FDT12,6.215,Regular,0.049621701,Baking Goods,226.1062,OUT046,Small,Tier 1,Supermarket Type1,4739.8302,Train,26
8382,FDF12,8.235,Low Fat,0.08235926,Baking Goods,147.6076,OUT013,High,Tier 3,Supermarket Type1,3103.9596,Train,36
8383,NCQ54,17.7,Low Fat,0.012481638,Household,168.3474,OUT027,Medium,Tier 3,Supermarket Type3,5221.8694,Train,38
8384,FDU10,10.1,Regular,0.045653999,Snack Foods,35.6848,OUT013,High,Tier 3,Supermarket Type1,633.8416,Train,36
8385,NCK53,11.6,Low Fat,0.037734334,Health and Hygiene,98.1042,OUT018,Medium,Tier 3,Supermarket Type2,2678.5134,Train,14
8386,FDB51,6.92,Low Fat,0.038454076,Dairy,61.5852,OUT046,Small,Tier 1,Supermarket Type1,813.6076,Train,26
8387,FDT10,16.7,Regular,0.062395455,Snack Foods,57.6562,OUT017,Small,Tier 2,Supermarket Type1,533.3058,Train,16
8388,NCU53,5.485,Low Fat,0.042716235,Health and Hygiene,164.8842,OUT013,High,Tier 3,Supermarket Type1,2155.1946,Train,36
8389,FDJ40,13.6,Regular,0.049547993,Frozen Foods,108.6912,OUT013,High,Tier 3,Supermarket Type1,2402.2064,Train,36
8390,NCQ05,11.395,Low Fat,0.037829469,Health and Hygiene,151.0708,OUT019,Small,Tier 1,Grocery Store,451.4124,Train,38
8391,FDV15,10.3,Low Fat,0.146172453,Meat,103.3648,OUT046,Small,Tier 1,Supermarket Type1,3219.8088,Train,26
8392,FDD41,6.765,Regular,0.08739577,Frozen Foods,105.3306,OUT049,Medium,Tier 1,Supermarket Type1,836.2448,Train,24
8393,FDT20,10.5,Low Fat,0.041479396,Fruits and Vegetables,36.8164,OUT045,Small,Tier 2,Supermarket Type1,772.328,Train,21
8394,FDM44,12.5,Low Fat,0.031023835,Fruits and Vegetables,104.099,OUT013,High,Tier 3,Supermarket Type1,309.597,Train,36
8395,FDG21,17.35,Regular,0.141739650125,Seafood,150.205,OUT045,Small,Tier 2,Supermarket Type1,5992.2,Train,21
8396,DRZ11,8.85,Regular,0.112893431,Soft Drinks,123.3388,OUT045,Small,Tier 2,Supermarket Type1,2972.1312,Train,21
8397,FDC59,16.7,Regular,0.054851438,Starchy Foods,64.4168,OUT018,Medium,Tier 3,Supermarket Type2,830.9184,Train,14
8398,NCD43,8.85,Low Fat,0.016052446,Household,106.7964,OUT045,Small,Tier 2,Supermarket Type1,1367.5532,Train,21
8399,DRL49,13.15,Low Fat,0.094450618,Soft Drinks,141.4812,OUT010,Small,Tier 3,Grocery Store,284.9624,Train,25
8400,NCE07,8.18,Low Fat,0.02197698,Household,140.6154,OUT010,Small,Tier 3,Grocery Store,425.4462,Train,25
8401,FDM02,12.5,Regular,0.074152133,Canned,88.6198,OUT017,Small,Tier 2,Supermarket Type1,1395.5168,Train,16
8402,DRJ49,6.865,Low Fat,0.014072399,Soft Drinks,127.3652,OUT017,Small,Tier 2,Supermarket Type1,1679.1476,Train,16
8403,FDY25,12.0,Low Fat,0.034112833,Canned,180.1976,OUT018,Medium,Tier 3,Supermarket Type2,3984.1472,Train,14
8404,DRH39,20.7,Low Fat,0.0804666275,Dairy,75.967,OUT019,Small,Tier 1,Grocery Store,153.134,Train,38
8405,FDB09,16.25,Low Fat,0.100493148,Fruits and Vegetables,123.1046,OUT019,Small,Tier 1,Grocery Store,124.5046,Train,38
8406,FDM38,5.885,Regular,0.092771309,Canned,54.1982,OUT046,Small,Tier 1,Supermarket Type1,999.3658,Train,26
8407,FDY22,16.5,Regular,0.159690469,Snack Foods,142.4128,OUT035,Small,Tier 2,Supermarket Type1,575.2512,Train,19
8408,FDP48,7.52,Regular,0.044272226,Baking Goods,181.395,OUT017,Small,Tier 2,Supermarket Type1,2563.33,Train,16
8409,NCT05,10.895,Low Fat,0.020934413,Health and Hygiene,256.5672,OUT013,High,Tier 3,Supermarket Type1,4090.6752,Train,36
8410,NCS06,7.935,Low Fat,0.026782272625,Household,263.691,OUT046,Small,Tier 1,Supermarket Type1,788.973,Train,26
8411,FDD47,7.6,Regular,0.142632186,Starchy Foods,172.3448,OUT049,Medium,Tier 1,Supermarket Type1,4431.5648,Train,24
8412,FDZ49,11.0,Regular,0.13341564,Canned,218.7798,OUT045,Small,Tier 2,Supermarket Type1,2203.798,Train,21
8413,FDW59,13.15,Low Fat,0.020711996,Breads,82.7566,OUT035,Small,Tier 2,Supermarket Type1,1691.132,Train,19
8414,DRO47,10.195,Low Fat,0.112399145,Hard Drinks,111.686,OUT049,Medium,Tier 1,Supermarket Type1,2263.72,Train,24
8415,FDR46,16.85,Low Fat,0.139700397,Snack Foods,147.776,OUT045,Small,Tier 2,Supermarket Type1,2490.092,Train,21
8416,FDY59,8.195,Low Fat,0.031377308,Baking Goods,93.6462,OUT013,High,Tier 3,Supermarket Type1,925.462,Train,36
8417,NCU05,11.8,Low Fat,0.058855357,Health and Hygiene,79.1618,OUT045,Small,Tier 2,Supermarket Type1,2336.2922,Train,21
8418,DRJ25,14.6,Low Fat,0.151180862,Soft Drinks,47.5692,OUT018,Medium,Tier 3,Supermarket Type2,443.4228,Train,14
8419,FDU28,19.2,Regular,0.09391835,Frozen Foods,189.8214,OUT046,Small,Tier 1,Supermarket Type1,942.107,Train,26
8420,FDL50,12.15,Regular,0.042378864,Canned,125.4046,OUT049,Medium,Tier 1,Supermarket Type1,1867.569,Train,24
8421,FDA43,10.895,Low Fat,0.064939211,Fruits and Vegetables,194.1794,OUT018,Medium,Tier 3,Supermarket Type2,2340.9528,Train,14
8422,FDD08,8.3,Low Fat,0.035183156,Fruits and Vegetables,37.8506,OUT027,Medium,Tier 3,Supermarket Type3,417.4566,Train,38
8423,FDJ57,7.42,Regular,0.021661527,Seafood,187.7582,OUT018,Medium,Tier 3,Supermarket Type2,2600.6148,Train,14
8424,FDC39,7.405,Low Fat,0.159165324,Dairy,207.1296,OUT035,Small,Tier 2,Supermarket Type1,3739.1328,Train,19
8425,FDQ58,7.315,Low Fat,0.01191441711111111,Snack Foods,153.734,OUT035,Small,Tier 2,Supermarket Type1,2756.412,Train,19
8426,FDA22,7.435,Low Fat,0.084436394,Starchy Foods,168.6158,OUT035,Small,Tier 2,Supermarket Type1,4512.1266,Train,19
8427,FDP39,12.65,Low Fat,0.069532901,Meat,51.8324,OUT049,Medium,Tier 1,Supermarket Type1,1090.5804,Train,24
8428,FDV44,8.365,Regular,0.039836895,Fruits and Vegetables,191.6188,OUT035,Small,Tier 2,Supermarket Type1,2094.6068,Train,19
8429,FDE04,19.75,Regular,0.018019662,Frozen Foods,181.566,OUT035,Small,Tier 2,Supermarket Type1,2876.256,Train,19
8430,NCO30,19.5,Low Fat,0.015711807,Household,181.8608,OUT013,High,Tier 3,Supermarket Type1,4042.7376,Train,36
8431,FDA44,19.7,Low Fat,0.053330653,Fruits and Vegetables,56.793,OUT045,Small,Tier 2,Supermarket Type1,848.895,Train,21
8432,FDI16,14.0,Regular,0.227260689,Frozen Foods,54.364,OUT010,Small,Tier 3,Grocery Store,159.792,Train,25
8433,FDM15,11.8,Regular,0.057410724,Meat,149.5366,OUT035,Small,Tier 2,Supermarket Type1,1813.6392,Train,19
8434,DRJ13,12.65,Low Fat,0.062878412,Soft Drinks,160.9578,OUT035,Small,Tier 2,Supermarket Type1,4332.3606,Train,19
8435,FDT48,4.92,Low Fat,0.03453796625,Baking Goods,196.5084,OUT027,Medium,Tier 3,Supermarket Type3,793.6336,Train,38
8436,FDH33,12.85,Low Fat,0.121725411,Snack Foods,45.1428,OUT046,Small,Tier 1,Supermarket Type1,527.3136,Train,26
8437,FDE14,13.65,Regular,0.031439206,Canned,100.07,OUT035,Small,Tier 2,Supermarket Type1,2596.62,Train,19
8438,FDE26,9.3,Low Fat,0.088931701,Canned,143.3786,OUT013,High,Tier 3,Supermarket Type1,3034.0506,Train,36
8439,FDN08,7.72,Regular,0.08519502477777778,Fruits and Vegetables,117.7466,OUT018,Medium,Tier 3,Supermarket Type2,1296.3126,Train,14
8440,NCO29,11.15,Low Fat,0.032387589,Health and Hygiene,164.3526,OUT018,Medium,Tier 3,Supermarket Type2,2960.1468,Train,14
8441,FDK60,16.5,Regular,0.094010215,Baking Goods,95.2068,OUT049,Medium,Tier 1,Supermarket Type1,777.6544,Train,24
8442,FDX40,12.85,Low Fat,0.173324207,Frozen Foods,39.9164,OUT019,Small,Tier 1,Grocery Store,38.6164,Train,38
8443,FDX15,17.2,Low Fat,0.156541861,Meat,162.4578,OUT049,Medium,Tier 1,Supermarket Type1,2888.2404,Train,24
8444,FDO28,5.765,Low Fat,0.071948252,Frozen Foods,121.6098,OUT027,Medium,Tier 3,Supermarket Type3,482.0392,Train,38
8445,NCL05,19.6,Low Fat,0.048092778,Health and Hygiene,44.477,OUT018,Medium,Tier 3,Supermarket Type2,432.77,Train,14
8446,FDT04,17.25,Low Fat,0.107258822,Frozen Foods,40.1822,OUT045,Small,Tier 2,Supermarket Type1,510.6686,Train,21
8447,FDS26,20.35,Low Fat,0.089975294,Dairy,261.6594,OUT017,Small,Tier 2,Supermarket Type1,7588.1226,Train,16
8448,FDV50,14.3,Low Fat,0.123070513,Dairy,121.173,OUT018,Medium,Tier 3,Supermarket Type2,2093.941,Train,14
8449,FDG02,7.8549999999999995,Low Fat,0.019716846,Canned,191.9188,OUT019,Small,Tier 1,Grocery Store,571.2564,Train,38
8450,FDC28,7.905,Low Fat,0.054986919,Frozen Foods,108.6254,OUT046,Small,Tier 1,Supermarket Type1,1844.9318,Train,26
8451,FDK21,7.905,Low Fat,0.010027885,Snack Foods,249.6408,OUT049,Medium,Tier 1,Supermarket Type1,3254.4304,Train,24
8452,NCO42,21.25,Low Fat,0.024795057,Household,147.4102,OUT017,Small,Tier 2,Supermarket Type1,3791.0652,Train,16
8453,FDB46,10.5,Regular,0.093954022,Snack Foods,211.8244,OUT045,Small,Tier 2,Supermarket Type1,3387.5904,Train,21
8454,NCH54,13.5,Low Fat,0.127234249,Household,158.392,OUT019,Small,Tier 1,Grocery Store,159.792,Train,38
8455,FDL26,18.0,Low Fat,0.073606829,Canned,156.6972,OUT017,Small,Tier 2,Supermarket Type1,4206.5244,Train,16
8456,NCQ30,7.725,Low Fat,0.029131242,Household,123.8414,OUT045,Small,Tier 2,Supermarket Type1,487.3656,Train,21
8457,FDY50,5.8,Low Fat,0.130931048,Dairy,89.9172,OUT035,Small,Tier 2,Supermarket Type1,1516.6924,Train,19
8458,FDX20,7.365,Low Fat,0.074517508,Fruits and Vegetables,227.372,OUT019,Small,Tier 1,Grocery Store,452.744,Train,38
8459,FDQ34,10.85,Low Fat,0.162211939,Snack Foods,107.0622,OUT035,Small,Tier 2,Supermarket Type1,741.0354,Train,19
8460,FDN39,19.35,Regular,0.065507999,Meat,168.9816,OUT035,Small,Tier 2,Supermarket Type1,2852.2872,Train,19
8461,FDB17,13.15,Low Fat,0.036672107,Frozen Foods,182.5976,OUT046,Small,Tier 1,Supermarket Type1,4165.2448,Train,26
8462,FDQ31,5.785,Regular,0.053802405,Fruits and Vegetables,85.9856,OUT013,High,Tier 3,Supermarket Type1,1494.0552,Train,36
8463,FDG59,15.85,Low Fat,0.043025208,Starchy Foods,37.6164,OUT027,Medium,Tier 3,Supermarket Type3,810.9444,Train,38
8464,FDO56,10.195,Regular,0.045073782,Fruits and Vegetables,119.1808,OUT045,Small,Tier 2,Supermarket Type1,468.7232,Train,21
8465,FDX11,16.0,Regular,0.106968577,Baking Goods,180.5634,OUT045,Small,Tier 2,Supermarket Type1,2726.451,Train,21
8466,FDJ32,10.695,Low Fat,0.057744249,Fruits and Vegetables,61.2536,OUT013,High,Tier 3,Supermarket Type1,673.7896,Train,36
8467,FDV31,9.8,Low Fat,0.10291924322222222,Fruits and Vegetables,175.237,OUT049,Medium,Tier 1,Supermarket Type1,3881.614,Train,24
8468,FDB20,7.72,Low Fat,0.052086085,Fruits and Vegetables,76.8986,OUT045,Small,Tier 2,Supermarket Type1,467.3916,Train,21
8469,FDQ45,9.5,Regular,0.019114349,Snack Foods,182.1608,OUT019,Small,Tier 1,Grocery Store,367.5216,Train,38
8470,FDW27,5.86,Regular,0.151087845,Meat,155.1314,OUT049,Medium,Tier 1,Supermarket Type1,1551.314,Train,24
8471,NCT53,5.4,Low Fat,0.048388423,Health and Hygiene,163.0526,OUT017,Small,Tier 2,Supermarket Type1,2302.3364,Train,16
8472,NCS41,12.85,Low Fat,0.053185208,Health and Hygiene,182.9608,OUT027,Medium,Tier 3,Supermarket Type3,1653.8472,Train,38
8473,DRI47,14.7,Low Fat,0.035016091,Hard Drinks,144.3128,OUT010,Small,Tier 3,Grocery Store,431.4384,Train,25
8474,NCJ42,19.75,Low Fat,0.01433033,Household,104.2332,OUT045,Small,Tier 2,Supermarket Type1,2153.1972,Train,21
8475,NCS17,18.6,Low Fat,0.080626601,Health and Hygiene,92.5436,OUT049,Medium,Tier 1,Supermarket Type1,378.1744,Train,24
8476,NCO41,12.5,Low Fat,0.018887088,Health and Hygiene,98.8384,OUT045,Small,Tier 2,Supermarket Type1,1280.9992,Train,21
8477,FDC05,13.1,Regular,0.099343352,Frozen Foods,198.1768,OUT017,Small,Tier 2,Supermarket Type1,1970.768,Train,16
8478,FDX34,6.195,Low Fat,0.071971918,Snack Foods,121.3098,OUT035,Small,Tier 2,Supermarket Type1,4820.392,Train,19
8479,FDL10,8.395,Low Fat,0.039553606,Snack Foods,99.1042,OUT049,Medium,Tier 1,Supermarket Type1,2579.3092,Train,24
8480,FDQ58,7.315,Low Fat,0.01191441711111111,Snack Foods,154.534,OUT019,Small,Tier 1,Grocery Store,459.402,Train,38
8481,FDT56,16.0,Regular,0.115826834,Fruits and Vegetables,56.0246,OUT045,Small,Tier 2,Supermarket Type1,695.0952,Train,21
8482,FDZ28,20.0,Regular,0.051702257,Frozen Foods,125.8678,OUT018,Medium,Tier 3,Supermarket Type2,763.0068,Train,14
8483,DRI11,8.26,Low Fat,0.03447406,Hard Drinks,117.0834,OUT045,Small,Tier 2,Supermarket Type1,1612.5676,Train,21
8484,DRJ49,6.865,Low Fat,0.01225857625,Soft Drinks,129.9652,OUT013,High,Tier 3,Supermarket Type1,2324.9736,Train,36
8485,DRK37,5.0,Low Fat,0.04379158,Soft Drinks,189.053,OUT027,Medium,Tier 3,Supermarket Type3,6261.849,Train,38
8486,FDR20,20.0,Regular,0.025022168333333334,Fruits and Vegetables,46.4744,OUT010,Small,Tier 3,Grocery Store,45.2744,Train,25
8487,DRG13,17.25,Low Fat,0.037006076,Soft Drinks,164.7526,OUT027,Medium,Tier 3,Supermarket Type3,4111.315,Train,38
8488,NCN14,19.1,Low Fat,0.09147267,Others,184.6608,OUT027,Medium,Tier 3,Supermarket Type3,2756.412,Train,38
8489,FDV13,17.35,Regular,0.027723342,Canned,89.6856,OUT018,Medium,Tier 3,Supermarket Type2,2109.2544,Train,14
8490,FDU44,12.15,Regular,0.102295904,Fruits and Vegetables,162.3552,OUT019,Small,Tier 1,Grocery Store,487.3656,Train,38
8491,FDO03,10.395,Regular,0.037033223,Meat,227.9352,OUT018,Medium,Tier 3,Supermarket Type2,4809.7392,Train,14
8492,FDT34,9.3,Low Fat,0.174350275,Snack Foods,104.4964,OUT046,Small,Tier 1,Supermarket Type1,2419.5172,Train,26
8493,FDP21,7.42,Regular,0.025886443,Snack Foods,189.1872,OUT017,Small,Tier 2,Supermarket Type1,4727.18,Train,16
8494,NCI54,15.2,Low Fat,0.0350319,Household,110.4912,OUT017,Small,Tier 2,Supermarket Type1,1637.868,Train,16
8495,FDE22,9.695,Low Fat,0.029567218,Snack Foods,160.492,OUT035,Small,Tier 2,Supermarket Type1,4314.384,Train,19
8496,FDJ57,7.42,Regular,0.021695674,Seafood,185.3582,OUT017,Small,Tier 2,Supermarket Type1,3715.164,Train,16
8497,FDT08,13.65,Low Fat,0.049209192,Fruits and Vegetables,150.005,OUT035,Small,Tier 2,Supermarket Type1,2247.075,Train,19
8498,NCP54,15.35,Low Fat,0.035292855,Household,124.573,OUT018,Medium,Tier 3,Supermarket Type2,1601.249,Train,14
8499,NCK53,11.6,Low Fat,0.037574137,Health and Hygiene,100.0042,OUT035,Small,Tier 2,Supermarket Type1,2976.126,Train,19
8500,NCQ42,20.35,Low Fat,0.0409428308,Household,125.1678,OUT017,Small,Tier 2,Supermarket Type1,1907.517,Train,16
8501,FDW21,5.34,Regular,0.005997615,Snack Foods,100.4358,OUT017,Small,Tier 2,Supermarket Type1,1508.037,Train,16
8502,NCH43,8.42,Low Fat,0.070712031,Household,216.4192,OUT045,Small,Tier 2,Supermarket Type1,3020.0688,Train,21
8503,FDQ44,20.5,Low Fat,0.036133463,Fruits and Vegetables,120.1756,OUT035,Small,Tier 2,Supermarket Type1,3392.9168,Train,19
8504,NCN18,8.895,Low Fat,0.124110734,Household,111.7544,OUT027,Medium,Tier 3,Supermarket Type3,4138.6128,Train,38
8505,FDB46,10.5,Regular,0.094145821,Snack Foods,210.8244,OUT018,Medium,Tier 3,Supermarket Type2,2117.244,Train,14
8506,DRF37,17.25,Low Fat,0.084676173,Soft Drinks,263.191,OUT018,Medium,Tier 3,Supermarket Type2,3944.865,Train,14
8507,FDN28,5.88,Regular,0.030242184,Frozen Foods,101.799,OUT035,Small,Tier 2,Supermarket Type1,515.995,Train,19
8508,FDW31,11.35,Regular,0.04324563,Fruits and Vegetables,199.4742,OUT045,Small,Tier 2,Supermarket Type1,2587.9646,Train,21
8509,FDG45,8.1,Low Fat,0.214306131,Fruits and Vegetables,213.9902,OUT010,Small,Tier 3,Grocery Store,424.7804,Train,25
8510,FDN58,13.8,Regular,0.056861638,Snack Foods,231.5984,OUT035,Small,Tier 2,Supermarket Type1,7182.6504,Train,19
8511,FDF05,17.5,Low Fat,0.026980351,Frozen Foods,262.591,OUT018,Medium,Tier 3,Supermarket Type2,4207.856,Train,14
8512,FDR26,20.7,Low Fat,0.04280113,Dairy,178.3028,OUT013,High,Tier 3,Supermarket Type1,2479.4392,Train,36
8513,FDH31,12.0,Regular,0.020407296,Meat,99.9042,OUT035,Small,Tier 2,Supermarket Type1,595.2252,Train,19
8514,FDA01,15.0,Regular,0.054488534,Canned,57.5904,OUT045,Small,Tier 2,Supermarket Type1,468.7232,Train,21
8515,FDH24,20.7,Low Fat,0.021518435,Baking Goods,157.5288,OUT018,Medium,Tier 3,Supermarket Type2,1571.288,Train,14
8516,NCJ19,18.6,Low Fat,0.118661426,Others,58.7588,OUT018,Medium,Tier 3,Supermarket Type2,858.882,Train,14
8517,FDF53,20.75,Regular,0.083606565,Frozen Foods,178.8318,OUT046,Small,Tier 1,Supermarket Type1,3608.636,Train,26
8518,FDF22,6.865,Low Fat,0.056783389,Snack Foods,214.5218,OUT013,High,Tier 3,Supermarket Type1,2778.3834,Train,36
8519,FDS36,8.38,Regular,0.046982429,Baking Goods,108.157,OUT045,Small,Tier 2,Supermarket Type1,549.285,Train,21
8520,NCJ29,10.6,Low Fat,0.035186271,Health and Hygiene,85.1224,OUT035,Small,Tier 2,Supermarket Type1,1193.1136,Train,19
8521,FDN46,7.21,Regular,0.145220646,Snack Foods,103.1332,OUT018,Medium,Tier 3,Supermarket Type2,1845.5976,Train,14
8522,DRG01,14.8,Low Fat,0.04487828,Soft Drinks,75.467,OUT046,Small,Tier 1,Supermarket Type1,765.67,Train,26
8523,FDW58,20.75,Low Fat,0.007564836,Snack Foods,107.8622,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8524,FDW14,8.3,Regular,0.038427677,Dairy,87.3198,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8525,NCN55,14.6,Low Fat,0.099574908,Others,241.7538,OUT010,Small,Tier 3,Grocery Store,,Test,25
8526,FDQ58,7.315,Low Fat,0.015388393,Snack Foods,155.034,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8527,FDY38,13.6,Regular,0.118599314,Dairy,234.23,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8528,FDH56,9.8,Regular,0.063817206,Fruits and Vegetables,117.1492,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8529,FDL48,19.35,Regular,0.082601537,Baking Goods,50.1034,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8530,FDC48,9.195000000000002,Low Fat,0.015782495,Baking Goods,81.0592,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8531,FDN33,6.305,Regular,0.123365446,Snack Foods,95.7436,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8532,FDA36,5.985,Low Fat,0.005698435,Baking Goods,186.8924,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8533,FDT44,16.6,Low Fat,0.103569075,Fruits and Vegetables,118.3466,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8534,FDQ56,6.59,Low Fat,0.10581147,Fruits and Vegetables,85.3908,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8535,NCC54,17.75,Low Fat,0.171079215,Health and Hygiene,240.4196,OUT019,Small,Tier 1,Grocery Store,,Test,38
8536,FDU11,4.785,Low Fat,0.092737611,Breads,122.3098,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8537,DRL59,16.75,Low Fat,0.021206464,Hard Drinks,52.0298,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8538,FDM24,6.135,Regular,0.0794507,Baking Goods,151.6366,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8539,FDI57,19.85,Low Fat,0.05413521,Seafood,198.7768,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8540,DRC12,17.85,Low Fat,0.037980963,Soft Drinks,192.2188,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8541,NCM42,6.13,Low Fat,0.028184344,Household,109.6912,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8542,FDA46,13.6,Low Fat,0.196897637,Snack Foods,193.7136,OUT010,Small,Tier 3,Grocery Store,,Test,25
8543,FDA31,7.1,Low Fat,0.109920138,Fruits and Vegetables,175.008,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8544,NCJ31,19.2,Low Fat,0.182619235,Others,239.9196,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8545,FDG52,13.65,Low Fat,0.065630844,Frozen Foods,47.7402,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8546,NCL19,15.35,Low Fat,0.027447057,Others,142.347,OUT019,Small,Tier 1,Grocery Store,,Test,38
8547,FDS10,19.2,Low Fat,0.035178935,Snack Foods,180.7318,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8548,FDX22,6.785,Regular,0.038455125,Snack Foods,209.4928,OUT010,Small,Tier 3,Grocery Store,,Test,25
8549,NCF19,13.0,Low Fat,0.035102094,Household,47.6034,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8550,NCE06,5.825,Low Fat,0.091485232,Household,161.3894,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8551,DRC27,13.8,Low Fat,0.058102469,Dairy,244.6802,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8552,FDE21,12.8,Low Fat,0.022940349,Fruits and Vegetables,116.5492,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8553,NCR42,9.105,Low Fat,0.06737681,Household,32.09,OUT019,Small,Tier 1,Grocery Store,,Test,38
8554,FDX51,9.5,Regular,0.022148582,Meat,194.9452,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8555,NCR06,12.5,Low Fat,0.006792707,Household,42.4112,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8556,FDU31,10.5,Regular,0.024870035,Fruits and Vegetables,217.7508,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8557,FDU59,5.78,Low Fat,0.096931426,Breads,164.2552,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8558,FDR03,15.7,Regular,0.008693632,Meat,205.098,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8559,FDS49,9.0,Low Fat,0.078961284,Canned,80.3644,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8560,FDD48,10.395,Low Fat,0.050479463,Baking Goods,114.0176,OUT010,Small,Tier 3,Grocery Store,,Test,25
8561,NCF18,18.35,Low Fat,0.089485918,Household,192.1504,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8562,NCD43,8.85,Low Fat,0.01594238,Household,103.3964,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8563,NCD54,21.1,Low Fat,0.029127115,Household,143.3786,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8564,FDY19,19.75,Low Fat,0.069236421,Fruits and Vegetables,116.6466,OUT010,Small,Tier 3,Grocery Store,,Test,25
8565,NCY54,8.43,Low Fat,0.178699961,Household,173.9422,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8566,NCL19,15.35,Low Fat,0.015740089,Others,144.847,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
